N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
303.0,대한해운,1917.0,37.0,-1.89%,500.0,1948.0,1954.0,1908.0
304.0,삼양홀딩스,71200.0,600.0,+0.85%,5000.0,70700.0,71600.0,70600.0
305.0,KBSTAR 23-11 회사채(AA-이상)액티브,51705.0,0.0,0.00%,0.0,51710.0,51715.0,51705.0
306.0,TIGER 단기채권액티브,52270.0,0.0,0.00%,0.0,52300.0,52300.0,52260.0
307.0,LX홀딩스,7870.0,0.0,0.00%,1000.0,7900.0,8010.0,7840.0
308.0,대상,17130.0,110.0,+0.65%,1000.0,16910.0,17150.0,16910.0
309.0,SPC삼립,68600.0,300.0,+0.44%,5000.0,68300.0,69100.0,68000.0
310.0,KOSEF 200TR,42570.0,10.0,-0.02%,0.0,42365.0,42590.0,42030.0
311.0,TIGER 24-10 회사채(A+이상)액티브,52955.0,5.0,-0.01%,0.0,52950.0,52970.0,52940.0
312.0,동양생명,3585.0,25.0,-0.69%,5000.0,3580.0,3625.0,3565.0
313.0,KODEX 미국S&P500TR,13120.0,110.0,+0.85%,0.0,13010.0,13125.0,13005.0
314.0,바이오노트,5660.0,40.0,+0.71%,500.0,5590.0,5740.0,5510.0
315.0,HANARO 200,34445.0,20.0,+0.06%,0.0,34070.0,34455.0,34015.0
316.0,ACE 미국S&P500,14780.0,115.0,+0.78%,0.0,14660.0,14780.0,14660.0
317.0,신성이엔지,2765.0,40.0,+1.47%,500.0,2660.0,2790.0,2650.0
318.0,보령,8280.0,140.0,+1.72%,500.0,8070.0,8410.0,8070.0
319.0,ACE 종합채권(AA-이상)KIS액티브,95875.0,275.0,-0.29%,0.0,95995.0,95995.0,95865.0
320.0,QV 코스피 변동성 매칭형 양매도 ETN,8060.0,15.0,+0.19%,0.0,8060.0,8060.0,8060.0
321.0,이수화학,25100.0,600.0,-2.33%,5000.0,25450.0,25500.0,25000.0
322.0,한화투자증권,2620.0,25.0,-0.95%,5000.0,2620.0,2650.0,2600.0
323.0,쿠쿠홀딩스,15770.0,50.0,+0.32%,100.0,15670.0,15790.0,15600.0
324.0,흥아해운,2315.0,30.0,-1.28%,500.0,2340.0,2360.0,2300.0
325.0,KODEX 코스닥150,14925.0,70.0,+0.47%,0.0,14535.0,14950.0,14515.0
326.0,KODEX Fn Top10동일가중,8405.0,120.0,+1.45%,0.0,8180.0,8410.0,8170.0
327.0,신한알파리츠,6240.0,50.0,+0.81%,1000.0,6200.0,6350.0,6170.0
328.0,삼성화재우,172100.0,800.0,+0.47%,500.0,171000.0,173000.0,170200.0
329.0,동아쏘시오홀딩스,85900.0,800.0,+0.94%,5000.0,84000.0,87000.0,83700.0
330.0,유안타증권,2640.0,25.0,-0.94%,5000.0,2660.0,2660.0,2635.0
331.0,CJ CGV,10990.0,1250.0,+12.83%,500.0,9960.0,11680.0,9810.0
332.0,현대홈쇼핑,43700.0,50.0,-0.11%,5000.0,43900.0,44000.0,43100.0
333.0,KBSTAR 단기통안채,108415.0,5.0,0.00%,0.0,108420.0,108430.0,108410.0
334.0,동원F&B,27150.0,50.0,+0.18%,1000.0,27050.0,27300.0,26950.0
335.0,한섬,21250.0,100.0,+0.47%,500.0,21150.0,21400.0,21000.0
336.0,엠씨넥스,29100.0,800.0,-2.68%,500.0,29500.0,29650.0,29100.0
337.0,신영증권,55300.0,0.0,0.00%,5000.0,55300.0,55600.0,55300.0
338.0,KODEX 선진국MSCI World,22595.0,295.0,+1.32%,0.0,22300.0,22595.0,22300.0
339.0,삼성SDI우,320500.0,500.0,-0.16%,5000.0,319500.0,322500.0,317500.0
340.0,이엔플러스,7890.0,980.0,-11.05%,500.0,8700.0,8700.0,7820.0
341.0,롯데손해보험,1663.0,17.0,+1.03%,1000.0,1650.0,1700.0,1630.0
342.0,SBS,28200.0,450.0,+1.62%,5000.0,27800.0,28350.0,27650.0
343.0,삼성 레버리지 WTI원유 선물 ETN,1255.0,50.0,+4.15%,0.0,1230.0,1260.0,1230.0
344.0,쿠쿠홈시스,22450.0,150.0,+0.67%,100.0,22100.0,22600.0,22100.0
345.0,미래에셋증권2우B,3595.0,20.0,-0.55%,5000.0,3610.0,3610.0,3585.0
346.0,부광약품,7040.0,140.0,+2.03%,500.0,6910.0,7150.0,6900.0
347.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9520.0,70.0,-0.73%,0.0,9560.0,9575.0,9430.0
348.0,코람코에너지리츠,5610.0,40.0,+0.72%,500.0,5560.0,5630.0,5550.0
349.0,KOSEF 200,34330.0,20.0,-0.06%,0.0,34195.0,34350.0,33900.0
350.0,삼성 인버스 2X 천연가스 선물 ETN C,49525.0,3525.0,-6.64%,0.0,48595.0,49640.0,48595.0
351.0,SK렌터카,10400.0,100.0,-0.95%,500.0,10520.0,10530.0,10400.0
352.0,화승엔터프라이즈,8110.0,370.0,-4.36%,500.0,8350.0,8440.0,8070.0
353.0,KODEX 미국나스닥100TR,13180.0,85.0,-0.64%,0.0,13090.0,13185.0,13080.0
354.0,송원산업,20000.0,170.0,+0.86%,500.0,19830.0,20300.0,19520.0
355.0,동아에스티,55500.0,1400.0,+2.59%,5000.0,53700.0,56800.0,53700.0
356.0,ACE 미국나스닥100,15265.0,100.0,-0.65%,0.0,15195.0,15265.0,15150.0
357.0,국도화학,52900.0,700.0,-1.31%,5000.0,53500.0,53600.0,52000.0
358.0,SK디앤디,21400.0,150.0,-0.70%,1000.0,21550.0,21950.0,21200.0
359.0,대원강업,7630.0,90.0,-1.17%,500.0,7540.0,7840.0,7450.0
360.0,지누스,25000.0,100.0,+0.40%,500.0,24900.0,25450.0,24650.0
361.0,KODEX 미국FANG플러스(H),29185.0,1070.0,-3.54%,0.0,29140.0,29545.0,29070.0
362.0,고려제강,18760.0,10.0,+0.05%,1000.0,18840.0,18840.0,18700.0
363.0,LX하우시스,52100.0,400.0,+0.77%,5000.0,51600.0,52400.0,51000.0
364.0,신한 레버리지 WTI원유 선물 ETN(H),930.0,25.0,+2.76%,0.0,920.0,935.0,915.0
365.0,ACE 200,34545.0,5.0,-0.01%,0.0,34355.0,34560.0,34090.0
366.0,영진약품,2505.0,5.0,+0.20%,500.0,2455.0,2560.0,2455.0
367.0,유나이티드제약,28100.0,1850.0,+7.05%,500.0,26200.0,28200.0,26150.0
368.0,쏘카,13880.0,180.0,-1.28%,100.0,14060.0,14060.0,13860.0
369.0,한화손해보험,3880.0,60.0,-1.52%,5000.0,3915.0,3960.0,3880.0
370.0,일동제약,16890.0,140.0,+0.84%,1000.0,16610.0,17600.0,16610.0
371.0,케이씨텍,21600.0,1150.0,-5.05%,500.0,22250.0,22550.0,21550.0
372.0,엘브이엠씨홀딩스,2615.0,50.0,-1.88%,0.0,2655.0,2695.0,2600.0
373.0,세아홀딩스,112100.0,1000.0,+0.90%,5000.0,111100.0,112900.0,111100.0
374.0,삼화콘덴서,42950.0,1200.0,-2.72%,1000.0,43500.0,43500.0,42650.0
375.0,코리아써키트,18890.0,350.0,-1.82%,500.0,18800.0,19090.0,18390.0
376.0,동국제강,8980.0,100.0,-1.10%,5000.0,9000.0,9070.0,8830.0
377.0,DB,2190.0,90.0,-3.95%,500.0,2315.0,2330.0,2180.0
378.0,빙그레,44700.0,900.0,+2.05%,5000.0,43950.0,44800.0,43400.0
379.0,KODEX 반도체,33525.0,755.0,-2.20%,0.0,33535.0,33690.0,33140.0
380.0,파미셀,7250.0,190.0,+2.69%,500.0,7010.0,7400.0,6990.0
381.0,삼양사,41800.0,100.0,-0.24%,5000.0,41900.0,42100.0,41700.0
382.0,세아제강,151600.0,3100.0,-2.00%,5000.0,154700.0,154700.0,151200.0
383.0,NICE,11350.0,30.0,-0.26%,500.0,11450.0,11490.0,11340.0
384.0,TIGER Fn반도체TOP10,9350.0,210.0,-2.20%,0.0,9360.0,9380.0,9245.0
385.0,HD현대에너지솔루션,38150.0,400.0,-1.04%,5000.0,38550.0,38550.0,37950.0
386.0,STX,13850.0,480.0,+3.59%,2500.0,13200.0,14330.0,12850.0
387.0,LF,14560.0,50.0,-0.34%,5000.0,14690.0,14690.0,14410.0
388.0,KB스타리츠,4185.0,20.0,-0.48%,500.0,4210.0,4210.0,4185.0
389.0,TIGER KRX2차전지K-뉴딜,21505.0,670.0,+3.22%,0.0,20490.0,21575.0,20330.0
390.0,삼천리,102500.0,1400.0,-1.35%,5000.0,103900.0,104300.0,102400.0
391.0,남해화학,8340.0,10.0,+0.12%,1000.0,8320.0,8350.0,8230.0
392.0,유니드,61000.0,1400.0,-2.24%,5000.0,61500.0,61800.0,60800.0
393.0,유진투자증권,4240.0,10.0,+0.24%,5000.0,4155.0,4280.0,4150.0
394.0,TIGER 미국달러단기채권액티브,11190.0,115.0,+1.04%,0.0,11145.0,11190.0,11130.0
395.0,유니퀘스트,15510.0,860.0,-5.25%,500.0,15860.0,15950.0,15500.0
396.0,조일알미늄,3200.0,310.0,+10.73%,500.0,3055.0,3270.0,2980.0
397.0,포스코스틸리온,67100.0,200.0,-0.30%,5000.0,65400.0,69300.0,64000.0
398.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,0.0,0.0,0.0
399.0,삼성FN리츠,5110.0,0.0,0.00%,500.0,5120.0,5120.0,5090.0
400.0,롯데정보통신,25450.0,50.0,+0.20%,5000.0,25200.0,25600.0,25050.0
401.0,KODEX CD금리액티브(합성),1005595.0,275.0,+0.03%,0.0,1005600.0,1005600.0,1005595.0
402.0,현대그린푸드,11500.0,70.0,-0.61%,500.0,11570.0,11570.0,11410.0
403.0,일진전기,10450.0,160.0,-1.51%,1000.0,10580.0,10650.0,10240.0
404.0,풀무원,10160.0,70.0,-0.68%,500.0,10200.0,10200.0,10100.0
405.0,맵스리얼티1,4170.0,10.0,+0.24%,0.0,4160.0,4400.0,4140.0
406.0,신영증권우,54600.0,400.0,-0.73%,5000.0,54900.0,55100.0,54400.0
407.0,LG생활건강우,181800.0,1700.0,-0.93%,5000.0,183300.0,183500.0,181600.0
408.0,알루코,4120.0,75.0,-1.79%,500.0,4165.0,4275.0,4110.0
409.0,풍산홀딩스,37700.0,250.0,-0.66%,5000.0,37950.0,38300.0,37500.0
410.0,KODEX 단기변동금리부채권액티브,107400.0,15.0,+0.01%,0.0,107395.0,107405.0,107395.0
411.0,세진중공업,6610.0,70.0,-1.05%,500.0,6570.0,6730.0,6550.0
412.0,SGC에너지,25300.0,200.0,+0.80%,5000.0,25050.0,25400.0,24850.0
413.0,한화리츠,5240.0,50.0,-0.95%,500.0,5290.0,5300.0,5220.0
414.0,한국자산신탁,2980.0,20.0,-0.67%,500.0,3000.0,3015.0,2980.0
415.0,아세아시멘트,9350.0,50.0,-0.53%,500.0,9400.0,9400.0,9300.0
416.0,HL홀딩스,35550.0,350.0,+0.99%,5000.0,35100.0,35600.0,35000.0
417.0,KEC,1799.0,34.0,-1.85%,500.0,1815.0,1825.0,1794.0
418.0,에어부산,3095.0,45.0,-1.43%,1000.0,3150.0,3150.0,3075.0
419.0,티와이홀딩스,7080.0,100.0,-1.39%,500.0,7110.0,7170.0,7040.0
420.0,아세아제지,39700.0,200.0,+0.51%,5000.0,39700.0,39750.0,39100.0
421.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11175.0,100.0,-0.89%,0.0,11260.0,11260.0,10500.0
422.0,에이프로젠,1389.0,320.0,+29.93%,500.0,1069.0,1389.0,1060.0
423.0,HDC,5880.0,40.0,-0.68%,5000.0,5920.0,5930.0,5850.0
424.0,BGF,3670.0,45.0,-1.21%,1000.0,3715.0,3740.0,3640.0
425.0,한일홀딩스,11390.0,70.0,-0.61%,1000.0,11450.0,11450.0,11380.0
426.0,TIGER 25-10 회사채(A+이상)액티브,50555.0,30.0,-0.06%,0.0,50555.0,50570.0,50520.0
427.0,백광산업,7790.0,0.0,0.00%,500.0,0.0,0.0,0.0
428.0,퍼시스,30350.0,0.0,0.00%,1000.0,30350.0,30450.0,30250.0
429.0,KBSTAR KIS국고채30년Enhanced,67820.0,510.0,-0.75%,0.0,67680.0,68190.0,67625.0
430.0,SOL 종합채권(AA-이상)액티브,101525.0,165.0,-0.16%,0.0,101575.0,101640.0,101430.0
431.0,제주은행,10790.0,140.0,-1.28%,5000.0,11200.0,11200.0,10740.0
432.0,HJ중공업,4160.0,120.0,-2.80%,5000.0,4280.0,4320.0,4035.0
433.0,E1,50200.0,600.0,-1.18%,5000.0,51000.0,51000.0,50100.0
434.0,휴스틸,6110.0,20.0,-0.33%,1000.0,6130.0,6170.0,6060.0
435.0,광동제약,6540.0,40.0,+0.62%,1000.0,6470.0,6610.0,6460.0
436.0,코오롱플라스틱,8980.0,0.0,0.00%,1000.0,8930.0,9050.0,8930.0
437.0,아모레퍼시픽우,32300.0,250.0,+0.78%,500.0,32000.0,32300.0,31800.0
438.0,YG PLUS,5370.0,140.0,-2.54%,500.0,5500.0,5500.0,5300.0
439.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,0.0
440.0,LG헬로비전,4375.0,5.0,-0.11%,2500.0,4345.0,4420.0,4325.0
441.0,일성신약,25400.0,200.0,+0.79%,1000.0,25200.0,25600.0,25050.0
442.0,대신증권우,12990.0,20.0,-0.15%,5000.0,12980.0,13030.0,12970.0
443.0,한화3우B,15020.0,80.0,-0.53%,5000.0,15100.0,15100.0,14950.0
444.0,신도리코,33200.0,350.0,-1.04%,5000.0,33550.0,33550.0,33050.0
445.0,남선알미늄,2585.0,0.0,0.00%,500.0,2570.0,2620.0,2525.0
446.0,서울가스,66600.0,1000.0,-1.48%,5000.0,67800.0,67800.0,66500.0
447.0,삼진제약,23750.0,2250.0,+10.47%,1000.0,21400.0,24450.0,21400.0
448.0,한일현대시멘트,17080.0,10.0,+0.06%,5000.0,17070.0,17090.0,16890.0
449.0,대원제약,15020.0,940.0,+6.68%,500.0,14100.0,15370.0,14100.0
450.0,아세아,152100.0,500.0,-0.33%,5000.0,153300.0,153300.0,150100.0
451.0,STX엔진,14300.0,410.0,-2.79%,2500.0,14710.0,14830.0,14210.0
452.0,이리츠코크렙,5190.0,10.0,+0.19%,500.0,5170.0,5190.0,5110.0
453.0,한국토지신탁,1298.0,0.0,0.00%,1000.0,1296.0,1299.0,1288.0
454.0,일양약품,17170.0,120.0,+0.70%,2500.0,17000.0,17460.0,17000.0
455.0,조광피혁,49250.0,900.0,+1.86%,5000.0,48250.0,49500.0,48250.0
456.0,서흥,28250.0,350.0,-1.22%,500.0,28600.0,29850.0,28050.0
457.0,SNT다이내믹스,9820.0,150.0,-1.50%,2500.0,9980.0,10010.0,9820.0
458.0,교보증권,5050.0,30.0,-0.59%,5000.0,5100.0,5100.0,5010.0
459.0,KODEX 은행,5960.0,30.0,+0.51%,0.0,5925.0,5975.0,5900.0
460.0,한미글로벌,29600.0,100.0,+0.34%,500.0,29200.0,29800.0,29050.0
461.0,KODEX ESG종합채권(A-이상)액티브,104030.0,0.0,0.00%,0.0,104030.0,104030.0,104030.0
462.0,대한제강,13140.0,50.0,-0.38%,1000.0,13200.0,13230.0,13010.0
463.0,아이마켓코리아,9500.0,20.0,-0.21%,500.0,9510.0,9520.0,9440.0
464.0,TIGER 24-04 회사채(A+이상)액티브,50710.0,5.0,+0.01%,0.0,50705.0,50710.0,50700.0
465.0,SIMPAC,4810.0,50.0,-1.03%,500.0,4840.0,4840.0,4800.0
466.0,진원생명과학,4045.0,315.0,+8.45%,1000.0,3750.0,4385.0,3710.0
467.0,ACE 국고채10년,86885.0,325.0,-0.37%,0.0,86995.0,87015.0,86695.0
468.0,현대퓨처넷,2835.0,15.0,+0.53%,500.0,2810.0,2865.0,2810.0
469.0,SK증권,660.0,3.0,-0.45%,500.0,661.0,664.0,657.0
470.0,한농화성,19930.0,370.0,-1.82%,500.0,19970.0,20200.0,19870.0
471.0,남양유업,430500.0,3500.0,+0.82%,5000.0,432000.0,438000.0,423000.0
472.0,농심홀딩스,66700.0,500.0,-0.74%,5000.0,67900.0,68500.0,66700.0
473.0,지역난방공사,26700.0,150.0,-0.56%,5000.0,27100.0,27100.0,26650.0
474.0,수산인더스트리,21600.0,150.0,+0.70%,200.0,21650.0,22100.0,21500.0
475.0,TYM,6770.0,180.0,-2.59%,2500.0,6910.0,6940.0,6750.0
476.0,콘텐트리중앙,15800.0,110.0,-0.69%,5000.0,15890.0,16490.0,15530.0
477.0,KODEX 국고채3년,57725.0,70.0,-0.12%,0.0,57735.0,57750.0,57650.0
478.0,메리츠 KIS CD금리투자 ETN,50570.0,0.0,0.00%,0.0,50570.0,50570.0,50570.0
479.0,TRUE KIS CD금리투자 ETN,50565.0,0.0,0.00%,0.0,50565.0,50565.0,50565.0
480.0,스카이라이프,6320.0,10.0,+0.16%,2500.0,6330.0,6330.0,6280.0
481.0,락앤락,6000.0,40.0,-0.66%,500.0,6050.0,6050.0,5960.0
482.0,TIGER 미국S&P500선물(H),51890.0,215.0,-0.41%,0.0,51845.0,51900.0,51790.0
483.0,KODEX 코스피,26490.0,20.0,+0.08%,0.0,26465.0,26515.0,26160.0
484.0,이연제약,16700.0,400.0,+2.45%,500.0,16300.0,16910.0,16300.0
485.0,현대코퍼레이션,22700.0,400.0,-1.73%,5000.0,23000.0,23000.0,22350.0
486.0,ARIRANG 종합채권(AA-이상)액티브,102500.0,0.0,0.00%,0.0,102500.0,102500.0,102500.0
487.0,TIGER 중장기국채,48715.0,190.0,-0.39%,0.0,48820.0,48840.0,48670.0
488.0,잇츠한불,13450.0,100.0,+0.75%,500.0,13450.0,13560.0,13330.0
489.0,모토닉,8890.0,120.0,-1.33%,500.0,9010.0,9010.0,8850.0
490.0,미래에셋 레버리지 원유선물혼합 ETN(H),7135.0,140.0,+2.00%,0.0,7065.0,7160.0,7040.0
491.0,TIGER 미국배당다우존스,10300.0,150.0,+1.48%,0.0,10200.0,10305.0,10200.0
492.0,도화엔지니어링,8570.0,80.0,-0.92%,500.0,8640.0,8650.0,8500.0
493.0,한진,19300.0,110.0,-0.57%,5000.0,19450.0,19500.0,19260.0
494.0,DL건설,13060.0,40.0,+0.31%,5000.0,13070.0,13070.0,13000.0
495.0,한국쉘석유,221500.0,500.0,+0.23%,5000.0,221000.0,222000.0,221000.0
496.0,TIGER 리츠부동산인프라,4620.0,20.0,+0.43%,0.0,4605.0,4630.0,4595.0
497.0,동화약품,10280.0,120.0,+1.18%,1000.0,10210.0,10490.0,10180.0
498.0,신성통상,1994.0,1.0,+0.05%,500.0,2000.0,2000.0,1973.0
499.0,에스엠벡셀,2560.0,40.0,+1.59%,500.0,2500.0,2670.0,2485.0
500.0,대한제당,3170.0,20.0,-0.63%,500.0,3245.0,3255.0,3170.0
501.0,KISCO홀딩스,17540.0,110.0,-0.62%,1000.0,17650.0,17740.0,17490.0
502.0,JW홀딩스,3900.0,30.0,+0.78%,500.0,3870.0,4010.0,3840.0
503.0,효성화학,88500.0,2500.0,+2.91%,5000.0,85200.0,90200.0,85100.0
504.0,스틱인베스트먼트,6740.0,50.0,+0.75%,500.0,6610.0,6780.0,6540.0
505.0,ARIRANG 국고채30년액티브,93760.0,510.0,-0.54%,0.0,94145.0,94145.0,93760.0
506.0,웰바이오텍,3580.0,160.0,+4.68%,500.0,3815.0,3905.0,3500.0
507.0,웅진씽크빅,2410.0,25.0,-1.03%,500.0,2415.0,2435.0,2360.0
508.0,에이프로젠바이오로직스,417.0,76.0,+22.29%,500.0,339.0,432.0,337.0
509.0,KODEX 미국채울트라30년선물(H),8665.0,85.0,-0.97%,0.0,8695.0,8695.0,8655.0
510.0,AK홀딩스,20800.0,50.0,+0.24%,5000.0,20700.0,21000.0,20550.0
511.0,ACE 베트남VN30(합성),18165.0,260.0,+1.45%,0.0,17910.0,18165.0,17910.0
512.0,제일약품,18500.0,490.0,+2.72%,500.0,18010.0,18750.0,18010.0
513.0,삼익THK,12950.0,140.0,-1.07%,500.0,12950.0,13240.0,12920.0
514.0,동국씨엠,9010.0,120.0,-1.31%,5000.0,9140.0,9190.0,8950.0
515.0,경방,9820.0,90.0,+0.92%,500.0,9710.0,9950.0,9680.0
516.0,KBSTAR Fn수소경제테마,10045.0,70.0,-0.69%,0.0,10075.0,10075.0,9960.0
517.0,현대차증권,8390.0,60.0,-0.71%,5000.0,8410.0,8470.0,8370.0
518.0,SOL 2차전지소부장Fn,11245.0,330.0,+3.02%,0.0,10585.0,11275.0,10570.0
519.0,광주신세계,33150.0,450.0,-1.34%,1000.0,33500.0,33600.0,33000.0
520.0,대동,10910.0,170.0,-1.53%,1000.0,11030.0,11080.0,10890.0
521.0,삼양패키징,16540.0,30.0,-0.18%,5000.0,16570.0,16570.0,16490.0
522.0,한국철강,6140.0,50.0,-0.81%,1000.0,6110.0,6170.0,6100.0
523.0,KBSTAR 미국나스닥100,14785.0,90.0,-0.61%,0.0,14675.0,14790.0,14655.0
524.0,BYC,415500.0,0.0,0.00%,5000.0,415500.0,419000.0,415500.0
525.0,한화갤러리아,1338.0,18.0,-1.33%,500.0,1347.0,1355.0,1337.0
526.0,KODEX 미국달러SOFR금리액티브(합성),10005.0,110.0,+1.11%,0.0,9965.0,10005.0,9940.0
527.0,TIGER 2차전지소재Fn,11860.0,440.0,+3.85%,0.0,11070.0,11885.0,11050.0
528.0,환인제약,13900.0,280.0,+2.06%,500.0,13550.0,14030.0,13550.0
529.0,케이씨,19070.0,180.0,-0.94%,500.0,19190.0,19190.0,18790.0
530.0,STX중공업,9020.0,360.0,+4.16%,2500.0,8560.0,9020.0,8440.0
531.0,대상홀딩스,7080.0,0.0,0.00%,1000.0,7100.0,7160.0,7050.0
532.0,일진다이아,18030.0,260.0,-1.42%,1000.0,18200.0,18290.0,18030.0
533.0,NPC,6950.0,30.0,-0.43%,500.0,7010.0,7260.0,6930.0
534.0,코오롱글로벌,13370.0,0.0,0.00%,5000.0,13330.0,13470.0,13310.0
535.0,한전산업,7750.0,60.0,-0.77%,500.0,7720.0,7840.0,7670.0
536.0,하나제약,14210.0,40.0,+0.28%,500.0,13910.0,14510.0,13910.0
537.0,SNT홀딩스,15480.0,140.0,-0.90%,500.0,15650.0,15660.0,15450.0
538.0,KODEX 23-12 국고채액티브,10265.0,0.0,0.00%,0.0,10265.0,10270.0,10260.0
539.0,SOL 미국배당다우존스,9455.0,160.0,+1.72%,0.0,9355.0,9460.0,9355.0
540.0,덕양산업,7690.0,210.0,-2.66%,500.0,7760.0,7970.0,7590.0
541.0,롯데하이마트,10590.0,270.0,+2.62%,5000.0,10230.0,10640.0,10220.0
542.0,키다리스튜디오,6760.0,10.0,-0.15%,500.0,6660.0,6870.0,6660.0
543.0,테이팩스,52400.0,1200.0,-2.24%,500.0,53000.0,53500.0,52000.0
544.0,한솔제지,10460.0,50.0,-0.48%,5000.0,10510.0,10510.0,10420.0
545.0,KODEX 삼성그룹밸류,9245.0,30.0,-0.32%,0.0,9185.0,9260.0,9180.0
546.0,현대차3우B,102600.0,100.0,-0.10%,5000.0,102400.0,102900.0,101900.0
547.0,동국홀딩스,15430.0,590.0,-3.68%,5000.0,15850.0,15950.0,15340.0
548.0,디아이씨,6300.0,200.0,-3.08%,500.0,6400.0,6400.0,6250.0
549.0,한국콜마홀딩스,13120.0,30.0,-0.23%,500.0,13170.0,13230.0,13000.0
550.0,코오롱모빌리티그룹,3875.0,5.0,+0.13%,500.0,3860.0,3900.0,3840.0
551.0,아주스틸,9080.0,20.0,-0.22%,500.0,9060.0,9250.0,9000.0
552.0,신세계 I&C,13920.0,50.0,-0.36%,500.0,13900.0,14250.0,13800.0
553.0,CJ4우(전환),56600.0,1800.0,+3.28%,5000.0,54900.0,57100.0,54400.0
554.0,자이에스앤디,6150.0,40.0,-0.65%,1000.0,6150.0,6280.0,6100.0
555.0,사조대림,25900.0,150.0,-0.58%,5000.0,25600.0,26050.0,25600.0
556.0,큐로,1000.0,84.0,+9.17%,500.0,916.0,1042.0,912.0
557.0,종근당홀딩스,47200.0,850.0,+1.83%,2500.0,46050.0,47300.0,46050.0
558.0,동양,988.0,4.0,-0.40%,500.0,990.0,995.0,983.0
559.0,삼영무역,12760.0,30.0,-0.23%,500.0,12780.0,12830.0,12700.0
560.0,세종공업,8460.0,20.0,+0.24%,500.0,8420.0,8610.0,8320.0
561.0,동성케미컬,4725.0,150.0,+3.28%,1000.0,4575.0,4745.0,4575.0
562.0,일신방직,10070.0,0.0,0.00%,500.0,10080.0,10100.0,9950.0
563.0,코오롱,18400.0,160.0,-0.86%,5000.0,18410.0,18560.0,18400.0
564.0,대덕,6840.0,90.0,-1.30%,500.0,6850.0,6890.0,6800.0
565.0,한솔테크닉스,7210.0,300.0,-3.99%,5000.0,7490.0,7510.0,7150.0
566.0,신대양제지,5720.0,10.0,+0.18%,500.0,5660.0,5760.0,5660.0
567.0,TIGER 일본니케이225,17865.0,20.0,+0.11%,0.0,17775.0,17910.0,17715.0
568.0,한국금융지주우,39150.0,300.0,-0.76%,5000.0,39600.0,39700.0,39050.0
569.0,TIGER 차이나CSI300,9055.0,70.0,+0.78%,0.0,8940.0,9115.0,8940.0
570.0,미원홀딩스,98100.0,500.0,-0.51%,500.0,98600.0,98600.0,97700.0
571.0,대한제분,134600.0,100.0,-0.07%,5000.0,138200.0,138200.0,133300.0
572.0,KBSTAR 미국S&P500,12770.0,90.0,+0.71%,0.0,12630.0,12775.0,12630.0
573.0,넥센,4230.0,0.0,0.00%,500.0,4215.0,4260.0,4150.0
574.0,세방,11570.0,100.0,-0.86%,500.0,11560.0,11690.0,11390.0
575.0,KBSTAR ESG사회책임투자,10620.0,20.0,-0.19%,0.0,10670.0,10670.0,10550.0
576.0,무림P&P,3555.0,10.0,-0.28%,2500.0,3575.0,3590.0,3540.0
577.0,JW생명과학,14000.0,160.0,+1.16%,2500.0,13750.0,14220.0,13700.0
578.0,대성홀딩스,13770.0,280.0,-1.99%,1000.0,14050.0,14150.0,13760.0
579.0,태경비케이,8030.0,130.0,+1.65%,500.0,7810.0,8080.0,7740.0
580.0,현대지에프홀딩스,3470.0,5.0,-0.14%,500.0,3430.0,3510.0,3430.0
581.0,부국증권,21350.0,50.0,+0.23%,5000.0,21400.0,21400.0,21050.0
582.0,KPX케미칼,45550.0,150.0,-0.33%,5000.0,45800.0,45800.0,45500.0
583.0,대창단조,7710.0,90.0,-1.15%,500.0,7750.0,7820.0,7600.0
584.0,ACE 단기통안채,102090.0,20.0,+0.02%,0.0,102085.0,102095.0,102080.0
585.0,디아이,7750.0,150.0,-1.90%,500.0,7850.0,7900.0,7710.0
586.0,일진홀딩스,4435.0,10.0,+0.23%,1000.0,4425.0,4485.0,4410.0
587.0,GS글로벌,2645.0,30.0,-1.12%,2500.0,2630.0,2720.0,2630.0
588.0,서연,9280.0,200.0,+2.20%,500.0,9100.0,9330.0,9070.0
589.0,ACE 미국30년국채액티브(H),9515.0,105.0,-1.09%,0.0,9515.0,9540.0,9510.0
590.0,성신양회,8810.0,210.0,-2.33%,5000.0,8900.0,9000.0,8790.0
591.0,삼성제약,3215.0,15.0,-0.46%,500.0,3180.0,3310.0,3165.0
592.0,LS네트웍스,2740.0,35.0,-1.26%,5000.0,2775.0,2775.0,2700.0
593.0,TIGER 23-12 국공채액티브,205485.0,5.0,0.00%,0.0,205540.0,205540.0,205485.0
594.0,KPX홀딩스,50400.0,100.0,+0.20%,5000.0,50300.0,50400.0,50200.0
595.0,경동인베스트,89900.0,1200.0,-1.32%,5000.0,88800.0,91400.0,88500.0
596.0,대교,2510.0,0.0,0.00%,500.0,2490.0,2620.0,2485.0
597.0,현대비앤지스틸,14040.0,170.0,-1.20%,5000.0,14090.0,14270.0,13940.0
598.0,그린케미칼,8820.0,40.0,-0.45%,500.0,8850.0,8950.0,8690.0
599.0,LS전선아시아,6900.0,40.0,+0.58%,500.0,6900.0,6910.0,6840.0
